person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
30.0,28000.0,Own,14.0,Medical,B,14400.0,12.18,0.0,0.51,N,5
25.0,84000.0,Mortgage,8.0,Venture,B,6000.0,10.62,0.0,0.07,N,4
23.0,48000.0,Own,4.0,Venture,B,7000.0,10.74,0.0,0.15,N,4
22.0,75000.0,Rent,6.0,Personal,C,12000.0,13.49,0.0,0.16,N,2
35.0,48000.0,Mortgage,6.0,Medical,C,5000.0,13.48,0.0,0.1,Y,10
23.0,43500.0,Rent,0.0,Personal,C,10450.0,13.57,0.0,0.24,N,3
25.0,39000.0,Rent,6.0,Venture,D,16000.0,15.65,1.0,0.41,Y,3
32.0,75000.0,Mortgage,3.0,Venture,B,10000.0,10.38,0.0,0.13,N,10
30.0,130000.0,Mortgage,1.0,Homeimprovement,C,8500.0,12.84,0.0,0.07,Y,5
23.0,120000.0,Mortgage,7.0,Debtconsolidation,B,16000.0,10.37,0.0,0.13,N,3
39.0,24000.0,Rent,1.0,Debtconsolidation,A,8500.0,7.49,1.0,0.35,N,12
38.0,44000.0,Mortgage,3.0,Personal,B,10000.0,9.63,0.0,0.23,N,17
35.0,49404.0,Rent,0.0,Medical,A,22750.0,6.54,1.0,0.46,N,9
29.0,54000.0,Mortgage,2.0,Education,C,2500.0,13.49,0.0,0.05,Y,9
48.0,82500.0,Rent,4.0,Homeimprovement,A,18000.0,7.51,0.0,0.22,N,16
45.0,30000.0,Mortgage,5.0,Medical,C,1000.0,15.23,0.0,0.03,Y,11
23.0,43000.0,Rent,1.0,Education,B,10000.0,9.25,0.0,0.23,N,3
26.0,42000.0,Rent,3.0,Education,A,6000.0,7.29,0.0,0.14,N,2
32.0,52500.0,Mortgage,15.0,Debtconsolidation,A,9500.0,6.92,0.0,0.18,N,7
29.0,125000.0,Mortgage,0.0,Homeimprovement,C,10000.0,14.35,0.0,0.08,Y,9
24.0,75000.0,Other,5.0,Homeimprovement,C,12000.0,14.26,0.0,0.16,Y,3
31.0,275000.0,Mortgage,4.0,Personal,B,30000.0,10.59,0.0,0.11,N,8
29.0,40000.0,Rent,14.0,Venture,A,7000.0,7.14,0.0,0.17,N,5
30.0,60000.0,Rent,2.0,Personal,A,10000.0,7.49,0.0,0.17,N,7
28.0,66924.0,Rent,1.0,Education,B,5000.0,11.86,0.0,0.07,N,10
24.0,46704.0,Rent,2.0,Personal,B,9000.0,11.49,0.0,0.19,N,3
29.0,31100.0,Mortgage,9.0,Debtconsolidation,E,3000.0,16.82,1.0,0.1,Y,5
24.0,64000.0,Rent,8.0,Homeimprovement,C,1300.0,13.49,1.0,0.02,N,3
25.0,26000.0,Rent,1.0,Personal,B,4800.0,10.65,0.0,0.18,N,4
24.0,76554.0,Rent,8.0,Homeimprovement,D,7600.0,12.61,0.0,0.1,N,2
29.0,35000.0,Rent,1.0,Personal,A,10625.0,7.9,0.0,0.3,N,6
30.0,48996.0,Mortgage,5.0,Medical,C,5000.0,15.23,0.0,0.1,Y,5
28.0,56461.0,Rent,5.0,Education,E,5400.0,15.68,0.0,0.1,Y,6
34.0,64000.0,Mortgage,1.0,Medical,A,7200.0,7.29,0.0,0.11,N,7
22.0,55000.0,Rent,0.0,Debtconsolidation,D,15000.0,14.83,1.0,0.27,Y,4
33.0,106000.0,Mortgage,2.0,Education,A,6000.0,8.49,0.0,0.06,N,8
23.0,11000.0,Own,0.0,Personal,A,1400.0,9.32,0.0,0.13,N,3
22.0,63000.0,Mortgage,6.0,Venture,A,8400.0,7.29,0.0,0.13,N,4
24.0,30000.0,Rent,2.0,Education,A,3000.0,6.03,0.0,0.1,N,3
22.0,125004.0,Mortgage,6.0,Education,A,30000.0,7.9,0.0,0.24,N,2
22.0,74000.0,Rent,6.0,Personal,B,12600.0,10.65,0.0,0.17,N,3
34.0,130000.0,Mortgage,5.0,Homeimprovement,E,5000.0,17.56,0.0,0.04,N,7
27.0,36000.0,Rent,0.0,Personal,D,7500.0,13.55,1.0,0.21,Y,7
24.0,40040.0,Rent,0.0,Medical,C,7000.0,13.23,0.0,0.17,Y,3
30.0,60000.0,Mortgage,12.0,Debtconsolidation,B,9600.0,9.99,0.0,0.16,N,10
23.0,21600.0,Rent,2.0,Homeimprovement,D,6000.0,14.42,1.0,0.28,N,2
29.0,60000.0,Rent,4.0,Venture,B,8000.0,11.14,0.0,0.13,N,5
43.0,45000.0,Rent,5.0,Education,A,7000.0,5.42,0.0,0.16,N,12
35.0,34000.0,Rent,0.0,Debtconsolidation,E,5000.0,15.45,1.0,0.15,Y,6
26.0,100840.0,Rent,10.0,Debtconsolidation,B,7000.0,9.99,0.0,0.07,N,3
29.0,21424.0,Mortgage,1.0,Education,A,7750.0,7.51,1.0,0.36,N,10
27.0,75905.0,Own,0.0,Medical,F,18000.0,17.26,1.0,0.2,N,8
29.0,25400.0,Rent,1.0,Education,D,7500.0,14.59,1.0,0.3,Y,5
30.0,51000.0,Mortgage,6.0,Homeimprovement,A,6600.0,6.92,0.0,0.13,N,9
31.0,42500.0,Rent,3.0,Medical,A,6500.0,7.29,0.0,0.15,N,10
42.0,32000.0,Rent,7.0,Medical,A,3000.0,6.99,0.0,0.09,N,12
27.0,64000.0,Rent,0.0,Personal,C,10000.0,15.27,0.0,0.16,Y,10
21.0,140000.0,Mortgage,2.0,Education,A,18000.0,7.9,0.0,0.13,N,4
23.0,22800.0,Rent,3.0,Personal,D,1750.0,15.7,1.0,0.08,Y,2
25.0,53004.0,Mortgage,3.0,Venture,A,4800.0,5.42,0.0,0.09,N,2
46.0,40000.0,Mortgage,8.0,Education,A,12000.0,6.91,0.0,0.3,N,11
25.0,96500.0,Mortgage,0.0,Personal,A,10000.0,6.17,0.0,0.1,N,2
27.0,55812.0,Rent,3.0,Debtconsolidation,A,10000.0,6.54,0.0,0.18,N,10
21.0,65000.0,Rent,6.0,Personal,D,12000.0,14.3,0.0,0.18,N,3
22.0,50000.0,Own,2.0,Education,B,5600.0,11.86,0.0,0.11,N,2
24.0,54000.0,Mortgage,9.0,Medical,A,8525.0,8.59,0.0,0.16,N,4
27.0,37000.0,Own,3.0,Medical,B,5000.0,9.91,0.0,0.14,N,6
23.0,48000.0,Mortgage,7.0,Debtconsolidation,B,10000.0,10.65,0.0,0.21,N,4
25.0,30000.0,Own,9.0,Debtconsolidation,E,1200.0,16.69,1.0,0.04,Y,3
28.0,65000.0,Rent,2.0,Homeimprovement,C,7200.0,13.98,0.0,0.11,Y,5
40.0,70000.0,Mortgage,1.0,Venture,A,11600.0,6.91,0.0,0.17,N,17
28.0,160000.0,Mortgage,4.0,Debtconsolidation,B,34000.0,9.91,0.0,0.21,N,7
30.0,31200.0,Rent,7.0,Medical,D,2400.0,16.49,0.0,0.08,Y,6
27.0,31200.0,Rent,2.0,Medical,A,9400.0,6.91,0.0,0.3,N,5
25.0,78000.0,Mortgage,9.0,Debtconsolidation,D,8000.0,16.0,1.0,0.1,N,4
33.0,390000.0,Mortgage,8.0,Medical,B,35000.0,10.99,0.0,0.09,N,8
22.0,57160.0,Rent,2.0,Medical,B,1500.0,11.36,0.0,0.03,N,3
39.0,48000.0,Rent,0.0,Venture,C,10000.0,13.22,0.0,0.21,N,16
22.0,60000.0,Mortgage,6.0,Medical,A,6125.0,6.17,0.0,0.1,N,2
44.0,175000.0,Mortgage,9.0,Homeimprovement,A,15000.0,7.66,0.0,0.09,N,17
28.0,24000.0,Rent,5.0,Medical,D,16750.0,14.96,1.0,0.7,Y,10
30.0,48996.0,Rent,1.0,Homeimprovement,E,10000.0,15.45,1.0,0.2,N,5
32.0,48000.0,Mortgage,8.0,Debtconsolidation,A,5200.0,5.42,0.0,0.11,N,5
24.0,37000.0,Mortgage,0.0,Medical,C,8500.0,12.53,1.0,0.23,Y,2
24.0,37000.0,Mortgage,4.0,Medical,B,25000.0,10.08,0.0,0.68,N,2
24.0,123000.0,Rent,8.0,Personal,D,15000.0,15.37,1.0,0.12,N,4
31.0,37681.0,Rent,16.0,Debtconsolidation,B,8000.0,10.99,0.0,0.21,N,7
37.0,105000.0,Rent,6.0,Debtconsolidation,A,14000.0,6.03,0.0,0.13,N,11
24.0,47480.0,Rent,8.0,Medical,B,6900.0,9.88,0.0,0.15,N,2
27.0,26400.0,Mortgage,6.0,Medical,A,6000.0,6.91,1.0,0.23,N,9
48.0,62000.0,Rent,10.0,Education,B,14000.0,12.69,0.0,0.23,N,12
34.0,25800.0,Own,18.0,Education,A,10000.0,8.94,0.0,0.39,N,9
23.0,48000.0,Mortgage,2.0,Education,A,10000.0,9.32,0.0,0.21,N,4
34.0,55000.0,Mortgage,6.0,Personal,C,2500.0,13.49,0.0,0.05,N,5
28.0,64000.0,Mortgage,5.0,Venture,A,12000.0,6.03,0.0,0.19,N,8
26.0,49680.0,Rent,1.0,Medical,C,5875.0,12.99,0.0,0.12,Y,3
22.0,27376.0,Rent,0.0,Education,C,10000.0,10.28,1.0,0.37,N,3
33.0,64000.0,Mortgage,3.0,Venture,A,8800.0,7.49,0.0,0.14,N,5
23.0,14000.0,Rent,2.0,Education,D,2300.0,15.33,1.0,0.16,N,2
33.0,65000.0,Mortgage,4.0,Homeimprovement,B,16800.0,9.76,0.0,0.26,N,6
25.0,28500.0,Rent,0.0,Medical,B,8500.0,11.14,0.0,0.3,N,3
24.0,54000.0,Rent,8.0,Medical,C,1500.0,14.17,0.0,0.03,Y,2
25.0,63000.0,Mortgage,3.0,Personal,C,3000.0,13.47,0.0,0.05,Y,2
26.0,90000.0,Rent,0.0,Education,B,5525.0,11.36,0.0,0.06,N,4
29.0,73000.0,Rent,2.0,Homeimprovement,A,8000.0,7.4,0.0,0.11,N,7
28.0,54400.0,Mortgage,6.0,Medical,D,5000.0,16.07,1.0,0.08,N,8
29.0,54000.0,Mortgage,8.0,Venture,D,14800.0,15.31,1.0,0.27,Y,5
25.0,93000.0,Mortgage,1.0,Venture,A,12000.0,6.62,0.0,0.13,N,2
22.0,60000.0,Mortgage,6.0,Venture,A,11200.0,5.79,0.0,0.19,N,4
30.0,150000.0,Own,14.0,Personal,B,24000.0,11.83,0.0,0.16,N,5
32.0,74346.0,Mortgage,16.0,Medical,A,7000.0,7.9,0.0,0.09,N,9
26.0,75000.0,Mortgage,10.0,Personal,C,10000.0,13.49,0.0,0.13,N,4
22.0,39500.0,Rent,3.0,Debtconsolidation,C,11000.0,12.68,0.0,0.28,Y,2
24.0,105996.0,Mortgage,7.0,Medical,A,3000.0,7.51,0.0,0.03,N,3
39.0,42000.0,Rent,2.0,Personal,F,6000.0,17.58,1.0,0.14,N,12
24.0,100000.0,Rent,1.0,Personal,C,10200.0,12.99,0.0,0.1,Y,4
34.0,51621.0,Mortgage,5.0,Personal,B,3500.0,11.49,0.0,0.07,N,6
26.0,50400.0,Mortgage,3.0,Homeimprovement,B,24000.0,9.91,0.0,0.48,N,3
32.0,72000.0,Rent,5.0,Venture,A,6000.0,8.49,0.0,0.08,N,10
33.0,83000.0,Rent,5.0,Education,A,7200.0,8.0,0.0,0.09,N,8
23.0,65000.0,Mortgage,7.0,Personal,A,5000.0,7.43,0.0,0.08,N,4
23.0,26000.0,Mortgage,2.0,Venture,E,7000.0,14.93,0.0,0.27,Y,4
23.0,45000.0,Rent,0.0,Venture,B,4500.0,9.25,0.0,0.1,N,4
23.0,32000.0,Mortgage,0.0,Homeimprovement,D,2500.0,12.8,1.0,0.08,Y,3
24.0,132132.0,Mortgage,8.0,Medical,A,28000.0,8.49,0.0,0.21,N,3
27.0,91000.0,Mortgage,2.0,Homeimprovement,A,3000.0,5.99,0.0,0.03,N,8
43.0,50000.0,Own,3.0,Medical,C,5000.0,13.35,0.0,0.1,Y,12
25.0,33000.0,Rent,3.0,Personal,A,9000.0,5.79,0.0,0.27,N,3
26.0,25300.0,Rent,2.0,Homeimprovement,D,5400.0,16.02,1.0,0.21,Y,2
38.0,90000.0,Mortgage,1.0,Debtconsolidation,A,7000.0,6.99,0.0,0.08,N,16
22.0,35000.0,Rent,0.0,Education,A,3250.0,6.54,0.0,0.09,N,3
23.0,36000.0,Own,7.0,Education,B,6000.0,8.88,0.0,0.17,N,2
36.0,84695.0,Rent,2.0,Medical,A,12000.0,7.29,0.0,0.14,N,14
31.0,62000.0,Mortgage,4.0,Medical,A,6550.0,5.79,0.0,0.11,N,10
31.0,50402.0,Mortgage,4.0,Venture,C,3000.0,13.22,0.0,0.06,Y,10
32.0,95000.0,Mortgage,5.0,Venture,B,4800.0,10.99,0.0,0.05,N,8
28.0,62000.0,Rent,2.0,Medical,C,12800.0,13.16,0.0,0.21,Y,5
25.0,58000.0,Mortgage,5.0,Education,A,3150.0,6.17,0.0,0.05,N,4
24.0,75000.0,Mortgage,7.0,Homeimprovement,C,12000.0,13.49,0.0,0.16,Y,4
26.0,120000.0,Mortgage,5.0,Venture,B,13000.0,10.99,0.0,0.11,N,2
49.0,15000.0,Rent,6.0,Education,B,2400.0,9.91,1.0,0.16,N,17
34.0,130000.0,Mortgage,5.0,Debtconsolidation,B,20000.0,10.65,0.0,0.15,N,10
22.0,25200.0,Mortgage,7.0,Medical,C,4000.0,12.73,1.0,0.16,N,2
26.0,50000.0,Own,8.0,Personal,C,4200.0,12.99,0.0,0.08,Y,4
25.0,60000.0,Mortgage,5.0,Venture,D,3000.0,14.59,0.0,0.05,Y,4
22.0,52500.0,Rent,1.0,Medical,B,16000.0,12.69,1.0,0.3,N,3
33.0,156000.0,Mortgage,4.0,Education,A,2400.0,7.49,0.0,0.02,N,6
47.0,56004.0,Rent,2.0,Venture,B,10800.0,10.36,0.0,0.19,N,11
23.0,18000.0,Own,3.0,Education,A,4000.0,5.99,1.0,0.22,N,2
23.0,33600.0,Mortgage,8.0,Personal,A,8000.0,6.99,0.0,0.24,N,2
23.0,34000.0,Rent,4.0,Venture,A,5000.0,7.88,0.0,0.15,N,4
27.0,45600.0,Mortgage,6.0,Debtconsolidation,A,3000.0,6.99,0.0,0.07,N,5
21.0,56000.0,Rent,5.0,Homeimprovement,E,15000.0,16.0,1.0,0.27,Y,4
28.0,50000.0,Rent,5.0,Personal,C,12000.0,13.11,0.0,0.24,N,10
25.0,85000.0,Rent,7.0,Medical,E,20000.0,17.39,1.0,0.2,N,2
23.0,30900.0,Rent,1.0,Personal,A,5775.0,9.63,1.0,0.19,N,4
25.0,31200.0,Rent,8.0,Debtconsolidation,C,14700.0,12.29,1.0,0.47,N,4
26.0,35500.0,Rent,10.0,Debtconsolidation,D,8400.0,17.27,1.0,0.24,N,4
22.0,36000.0,Mortgage,6.0,Education,A,12000.0,7.29,0.0,0.33,N,3
27.0,105600.0,Mortgage,0.0,Debtconsolidation,A,10000.0,7.29,0.0,0.09,N,6
22.0,28000.0,Rent,0.0,Medical,B,1200.0,12.69,0.0,0.04,N,3
22.0,82000.0,Rent,2.0,Education,B,1600.0,11.89,0.0,0.02,N,2
24.0,36000.0,Rent,3.0,Education,D,5300.0,15.28,0.0,0.15,N,3
35.0,83000.0,Rent,19.0,Personal,B,11200.0,10.65,0.0,0.13,N,10
23.0,130000.0,Mortgage,7.0,Education,A,5000.0,5.79,0.0,0.04,N,4
29.0,60000.0,Rent,13.0,Personal,C,2075.0,15.23,0.0,0.03,N,7
30.0,110000.0,Mortgage,15.0,Personal,C,12000.0,13.61,0.0,0.11,N,10
26.0,59000.0,Rent,2.0,Personal,B,8500.0,11.83,0.0,0.14,N,4
23.0,300000.0,Own,1.0,Education,F,24250.0,19.41,0.0,0.08,Y,2
32.0,170000.0,Rent,9.0,Personal,B,10000.0,11.14,0.0,0.06,N,5
22.0,75000.0,Rent,6.0,Venture,B,12000.0,10.74,0.0,0.16,N,3
28.0,40000.0,Mortgage,6.0,Personal,A,10000.0,9.32,0.0,0.25,N,8
36.0,72000.0,Mortgage,8.0,Medical,A,3500.0,6.99,0.0,0.05,N,13
21.0,32400.0,Mortgage,3.0,Personal,C,1750.0,13.61,1.0,0.05,Y,4
24.0,44000.0,Rent,0.0,Personal,A,2000.0,8.0,1.0,0.05,N,4
36.0,61000.0,Mortgage,2.0,Venture,B,10000.0,10.25,0.0,0.16,N,14
38.0,120000.0,Rent,3.0,Debtconsolidation,C,10000.0,10.28,0.0,0.08,Y,12
36.0,50000.0,Mortgage,8.0,Debtconsolidation,A,10000.0,6.03,0.0,0.2,N,13
23.0,48500.0,Mortgage,8.0,Personal,B,6000.0,10.25,0.0,0.12,N,2
24.0,45000.0,Rent,5.0,Education,A,1000.0,7.4,0.0,0.02,N,3
37.0,51000.0,Rent,11.0,Personal,B,10000.0,12.69,0.0,0.2,N,15
32.0,105000.0,Mortgage,11.0,Medical,A,20000.0,6.54,0.0,0.19,N,9
26.0,68000.0,Mortgage,3.0,Debtconsolidation,A,10000.0,5.79,0.0,0.15,N,2
28.0,128000.0,Mortgage,11.0,Debtconsolidation,G,14400.0,22.11,1.0,0.11,Y,8
46.0,87000.0,Mortgage,1.0,Personal,C,20000.0,12.41,0.0,0.23,N,17
22.0,42000.0,Rent,3.0,Education,B,8500.0,12.53,0.0,0.2,N,4
30.0,120000.0,Mortgage,6.0,Medical,A,9600.0,7.66,0.0,0.08,N,9
36.0,49901.0,Mortgage,13.0,Homeimprovement,C,8400.0,13.61,0.0,0.17,Y,12
29.0,54000.0,Rent,2.0,Homeimprovement,B,13575.0,11.71,1.0,0.25,N,10
27.0,32220.0,Rent,11.0,Medical,B,17725.0,11.49,1.0,0.55,N,7
22.0,66500.0,Rent,0.0,Venture,D,10000.0,14.11,1.0,0.15,Y,2
27.0,64800.0,Rent,3.0,Venture,C,8000.0,13.49,0.0,0.12,N,10
28.0,158000.0,Mortgage,6.0,Medical,A,15000.0,7.9,0.0,0.09,N,5
28.0,60000.0,Rent,7.0,Education,C,9600.0,13.57,0.0,0.16,Y,8
34.0,35000.0,Own,2.0,Education,C,2000.0,13.99,0.0,0.06,N,8
23.0,55000.0,Rent,0.0,Personal,B,5500.0,11.71,0.0,0.1,N,4
25.0,84000.0,Mortgage,9.0,Debtconsolidation,D,5000.0,16.02,1.0,0.06,N,3
28.0,70000.0,Mortgage,12.0,Debtconsolidation,A,9000.0,5.42,1.0,0.13,N,7
32.0,30000.0,Rent,3.0,Medical,D,3600.0,14.11,1.0,0.12,Y,9
23.0,26000.0,Mortgage,7.0,Medical,A,5000.0,7.91,0.0,0.19,N,2
21.0,39900.0,Rent,3.0,Education,B,6000.0,11.49,0.0,0.15,N,2
26.0,52000.0,Mortgage,10.0,Homeimprovement,B,10750.0,9.62,0.0,0.21,N,2
23.0,77200.0,Mortgage,4.0,Education,C,22000.0,13.23,1.0,0.28,N,2
24.0,59000.0,Own,2.0,Medical,E,12000.0,17.74,1.0,0.2,Y,2
42.0,125000.0,Mortgage,5.0,Venture,A,35000.0,7.9,0.0,0.28,N,17
23.0,120000.0,Rent,4.0,Medical,C,23750.0,13.47,0.0,0.2,N,2
24.0,50000.0,Rent,2.0,Education,C,5000.0,11.03,0.0,0.1,Y,2
40.0,68000.0,Rent,12.0,Venture,A,7000.0,7.51,0.0,0.1,N,16
24.0,50000.0,Rent,0.0,Personal,A,6000.0,7.49,0.0,0.12,N,4
26.0,20000.0,Mortgage,1.0,Personal,A,1500.0,7.74,0.0,0.07,N,3
30.0,30000.0,Mortgage,1.0,Education,C,12000.0,10.59,0.0,0.4,Y,6
24.0,48000.0,Other,5.0,Venture,B,7800.0,11.89,0.0,0.16,N,4
21.0,36000.0,Rent,3.0,Homeimprovement,B,11000.0,10.37,1.0,0.31,N,4
26.0,69000.0,Mortgage,10.0,Personal,C,5000.0,14.17,0.0,0.07,N,4
33.0,81000.0,Own,4.0,Personal,A,12000.0,6.17,0.0,0.15,N,8
29.0,55000.0,Rent,0.0,Personal,D,8500.0,16.29,1.0,0.15,Y,8
27.0,96000.0,Mortgage,4.0,Debtconsolidation,C,2500.0,12.99,0.0,0.03,Y,10
26.0,15000.0,Rent,1.0,Education,D,2800.0,15.31,1.0,0.19,Y,4
24.0,38000.0,Rent,2.0,Personal,C,12000.0,13.23,1.0,0.32,Y,3
26.0,75000.0,Mortgage,4.0,Homeimprovement,A,12000.0,6.92,0.0,0.16,N,3
22.0,63000.0,Rent,2.0,Education,B,12500.0,10.25,0.0,0.2,N,3
22.0,29996.0,Mortgage,3.0,Education,C,5400.0,12.84,0.0,0.18,N,4
27.0,120000.0,Mortgage,4.0,Debtconsolidation,A,8400.0,7.14,0.0,0.07,N,6
23.0,28000.0,Rent,0.0,Education,A,8700.0,6.03,1.0,0.31,N,2
38.0,34800.0,Mortgage,2.0,Personal,A,6250.0,7.49,0.0,0.18,N,16
22.0,37000.0,Mortgage,7.0,Medical,B,3600.0,11.71,0.0,0.1,N,2
22.0,50000.0,Rent,1.0,Personal,A,7500.0,8.32,0.0,0.15,N,4
24.0,100000.0,Mortgage,1.0,Education,B,6600.0,9.91,0.0,0.07,N,2
32.0,48250.0,Mortgage,3.0,Medical,B,8400.0,10.74,0.0,0.17,N,6
27.0,45000.0,Rent,4.0,Medical,C,7500.0,15.27,0.0,0.17,N,8
24.0,100000.0,Rent,1.0,Venture,B,15000.0,11.89,0.0,0.15,N,2
23.0,69996.0,Mortgage,7.0,Personal,C,15000.0,13.47,0.0,0.21,Y,4
31.0,45000.0,Mortgage,12.0,Debtconsolidation,C,12250.0,14.27,0.0,0.27,Y,10
41.0,90000.0,Mortgage,4.0,Venture,C,15000.0,13.49,0.0,0.17,N,15
25.0,20000.0,Rent,1.0,Medical,A,12000.0,8.07,1.0,0.6,N,2
22.0,77000.0,Mortgage,6.0,Medical,A,12400.0,7.51,0.0,0.16,N,4
26.0,88000.0,Mortgage,10.0,Education,A,10000.0,7.88,0.0,0.11,N,2
33.0,30000.0,Rent,2.0,Venture,B,2400.0,9.91,0.0,0.08,N,5
23.0,93000.0,Mortgage,5.0,Debtconsolidation,A,2000.0,7.9,0.0,0.02,N,4
21.0,57000.0,Own,5.0,Personal,B,8000.0,10.65,0.0,0.14,N,3
23.0,120000.0,Mortgage,7.0,Venture,B,4400.0,11.71,0.0,0.04,N,3
23.0,52692.0,Rent,4.0,Medical,C,3500.0,12.23,0.0,0.07,Y,4
22.0,37200.0,Rent,0.0,Venture,E,13000.0,16.0,1.0,0.35,N,2
28.0,48000.0,Mortgage,13.0,Personal,C,5000.0,15.27,1.0,0.1,Y,5
27.0,130000.0,Mortgage,11.0,Education,B,11000.0,9.62,0.0,0.08,N,5
29.0,72072.0,Mortgage,4.0,Debtconsolidation,A,12000.0,8.49,0.0,0.17,N,8
22.0,59000.0,Rent,2.0,Education,B,6500.0,10.95,0.0,0.11,N,3
24.0,34000.0,Rent,3.0,Personal,D,10800.0,14.42,1.0,0.32,Y,4
25.0,39600.0,Mortgage,5.0,Homeimprovement,B,4800.0,12.42,0.0,0.12,N,4
24.0,88000.0,Mortgage,2.0,Debtconsolidation,G,25000.0,18.84,1.0,0.28,Y,2
21.0,75000.0,Mortgage,4.0,Education,B,7125.0,9.99,0.0,0.1,N,4
23.0,74706.0,Rent,4.0,Debtconsolidation,B,12000.0,11.58,0.0,0.16,N,3
31.0,77000.0,Rent,2.0,Personal,A,15000.0,8.38,0.0,0.19,N,8
24.0,54000.0,Mortgage,9.0,Medical,A,10000.0,9.63,1.0,0.19,N,2
25.0,80004.0,Mortgage,8.0,Personal,A,6000.0,8.0,1.0,0.07,N,2
26.0,54000.0,Rent,0.0,Personal,D,13200.0,14.91,1.0,0.24,Y,2
23.0,75000.0,Rent,3.0,Personal,B,10000.0,11.86,0.0,0.13,N,4
22.0,60000.0,Rent,2.0,Medical,C,16800.0,14.65,0.0,0.28,Y,4
21.0,8000.0,Rent,1.0,Debtconsolidation,A,2800.0,7.4,1.0,0.35,N,2
24.0,23000.0,Rent,4.0,Venture,A,5500.0,6.54,0.0,0.24,N,3
48.0,185000.0,Mortgage,2.0,Venture,F,10000.0,20.62,0.0,0.05,N,14
24.0,40000.0,Rent,5.0,Personal,A,10000.0,7.88,0.0,0.25,N,3
24.0,70000.0,Own,0.0,Education,B,15000.0,12.18,0.0,0.21,N,2
36.0,74000.0,Mortgage,20.0,Homeimprovement,F,25000.0,17.8,1.0,0.34,Y,11
28.0,108000.0,Mortgage,6.0,Personal,B,27400.0,10.99,0.0,0.25,N,8
28.0,47000.0,Own,5.0,Debtconsolidation,D,13000.0,14.54,0.0,0.28,N,9
27.0,12000.0,Rent,2.0,Personal,C,2850.0,13.61,1.0,0.24,Y,5
29.0,31200.0,Rent,2.0,Personal,B,6000.0,11.46,1.0,0.19,N,10
33.0,24000.0,Rent,3.0,Education,B,1600.0,8.88,0.0,0.07,N,6
22.0,50400.0,Mortgage,0.0,Venture,A,12000.0,7.9,0.0,0.24,N,3
27.0,30000.0,Rent,5.0,Personal,B,4975.0,10.37,0.0,0.17,N,10
26.0,85000.0,Mortgage,0.0,Personal,C,12000.0,14.27,0.0,0.14,N,4
23.0,48000.0,Rent,7.0,Personal,C,7200.0,14.27,0.0,0.15,Y,3
22.0,30000.0,Rent,3.0,Personal,B,3000.0,11.12,0.0,0.1,N,3
26.0,95000.0,Mortgage,10.0,Personal,A,6600.0,7.51,0.0,0.07,N,4
26.0,105400.0,Mortgage,6.0,Medical,D,24000.0,14.61,1.0,0.19,N,3
29.0,76596.0,Mortgage,14.0,Homeimprovement,C,17600.0,13.16,0.0,0.23,N,7
33.0,51888.0,Mortgage,13.0,Personal,C,7000.0,13.98,0.0,0.13,N,10
38.0,66000.0,Mortgage,8.0,Debtconsolidation,D,5000.0,12.92,1.0,0.08,N,16
25.0,61440.0,Rent,9.0,Venture,B,8000.0,10.36,0.0,0.13,N,4
26.0,115000.0,Mortgage,5.0,Venture,B,6000.0,10.75,0.0,0.05,N,2
30.0,61828.0,Rent,10.0,Personal,E,4500.0,18.39,0.0,0.07,N,8
28.0,29000.0,Own,1.0,Venture,C,6250.0,12.87,0.0,0.22,Y,9
32.0,155004.0,Mortgage,9.0,Venture,A,15000.0,8.49,0.0,0.1,N,8
35.0,61000.0,Mortgage,0.0,Debtconsolidation,A,6000.0,6.54,0.0,0.1,N,7
29.0,45000.0,Own,13.0,Venture,B,15000.0,11.49,0.0,0.33,N,8
22.0,40000.0,Rent,1.0,Personal,B,4000.0,12.69,0.0,0.1,N,4
22.0,26000.0,Mortgage,2.0,Education,A,2000.0,7.4,0.0,0.08,N,2
30.0,100000.0,Rent,1.0,Personal,B,1000.0,11.71,0.0,0.01,N,6
25.0,89000.0,Rent,4.0,Education,B,7000.0,10.99,0.0,0.08,N,3
43.0,50000.0,Mortgage,12.0,Homeimprovement,B,5000.0,10.0,0.0,0.1,N,16
31.0,54050.0,Rent,8.0,Personal,B,12000.0,10.99,0.0,0.22,N,9
33.0,81000.0,Mortgage,2.0,Venture,B,7500.0,10.08,0.0,0.09,N,9
23.0,47000.0,Rent,7.0,Personal,E,2400.0,13.75,0.0,0.05,Y,4
23.0,60000.0,Rent,1.0,Debtconsolidation,A,3000.0,7.51,0.0,0.05,N,2
26.0,58000.0,Rent,9.0,Personal,B,10500.0,11.48,0.0,0.18,N,2
25.0,54000.0,Rent,1.0,Debtconsolidation,F,7000.0,20.89,1.0,0.13,N,3
27.0,36082.0,Mortgage,5.0,Education,A,5000.0,6.62,1.0,0.14,N,9
24.0,42000.0,Rent,0.0,Medical,A,12000.0,7.66,0.0,0.29,N,2
36.0,148000.0,Mortgage,6.0,Debtconsolidation,D,10000.0,14.11,1.0,0.07,N,13
26.0,23624.0,Rent,6.0,Personal,B,10000.0,9.88,1.0,0.42,N,2
22.0,68000.0,Mortgage,6.0,Medical,A,3500.0,6.39,0.0,0.05,N,4
